,날짜,상품명,바코드,발주가능상태,입고수량,카테고리,출고수량
0,2019-05-16,V2_0,8801046893111.0,발주가능,384,세탁세제,72
1,2019-05-16,V2_3,8801046878941.0,발주가능,207,세탁세제,5
2,2019-05-16,V2_7,8801046992746.0,발주가능,520,헤어케어,19
3,2019-05-16,V2_11,8801046879030.0,발주가능,0,세탁세제,5
4,2019-05-16,V2_14,8801046245125.0,발주가능,96,세탁세제,1
5,2019-05-16,V2_16,8801046892916.0,발주가능,0,주방세제,4
6,2019-05-16,V2_17,8801046243541.0,발주가능,0,헤어케어,11
7,2019-05-16,V2_18,8801046240540.0,발주가능,120,헤어케어,15
8,2019-05-16,V2_20,8801046248584.0,발주가능,0,주방세제,0
9,2019-05-16,V2_22,8801046867877.0,발주가능,0,세탁세제,0
10,2019-05-16,V2_23,8801046253779.0,발주가능,0,세탁세제,13
11,2019-05-16,V2_24,8801046879047.0,발주가능,240,세탁세제,30
12,2019-05-16,V2_25,8801046879054.0,발주가능,0,세탁세제,12
13,2019-05-16,V2_28,8801046876985.0,발주가능,0,주방세제,0
14,2019-05-16,V2_29,8801046896365.0,발주가능,0,주방세제,0
15,2019-05-16,V2_31,8801046255568.0,발주가능,66,세탁세제,23
16,2019-05-16,V2_38,8801046902035.0,발주가능,0,헤어케어,0
17,2019-05-16,V2_43,8801046873816.0,발주가능,0,ST,0
18,2019-05-16,V2_47,8801046862421.0,발주가능,24,F&B,8
19,2019-05-16,V2_48,8801046862438.0,발주가능,320,F&B,18
20,2019-05-16,V2_49,8801046871546.0,발주가능,0,F&B,13
21,2019-05-16,V2_52,8801046870112.0,발주가능,156,F&B,10
22,2019-05-16,V2_53,8801046986660.0,발주가능,0,덴탈케어,0
23,2019-05-16,V2_54,8801046877920.0,발주가능,140,세탁세제,12
24,2019-05-16,V2_59,8801046259863.0,발주가능,624,F&B,13
25,2019-05-16,V2_60,18801046251529.0,발주가능,720,세탁세제,189
26,2019-05-16,V2_61,18801046260873.0,발주가능,0,세탁세제,0
27,2019-05-16,V2_62,18801046251512.0,발주가능,121,세탁세제,22
28,2019-05-16,V2_65,8801046277058.0,발주가능,0,헤어케어,0
29,2019-05-16,V2_67,8801046269350.0,발주가능,0,세탁세제,27
30,2019-05-16,V2_68,8801046269367.0,발주가능,0,세탁세제,10
31,2019-05-16,V2_70,8801046277867.0,발주가능,6,기타,4
32,2019-05-16,V2_71,8801046277874.0,발주가능,0,기타,10
33,2019-05-16,V2_72,8801046257494.0,발주가능,0,덴탈케어,0
34,2019-05-16,V2_73,8801046257593.0,발주가능,360,덴탈케어,25
35,2019-05-16,V2_74,18801046247744.0,발주가능,520,세탁세제,69
36,2019-05-16,V2_86,18801046294762.0,발주가능,1200,세탁세제,218
37,2019-05-16,V2_88,8801046280799.0,발주가능,0,헤어케어,0
38,2019-05-16,V2_91,8801046287743.0,발주가능,0,덴탈케어,1
39,2019-05-16,V2_92,8801046288207.0,발주가능,0,덴탈케어,0
40,2019-05-16,V2_93,8801046294048.0,발주가능,774,덴탈케어,8
41,2019-05-16,V2_95,8801046275566.0,발주가능,0,주방세제,0
42,2019-05-16,V2_96,8801046263129.0,발주가능,36,주방세제,43
43,2019-05-16,V2_101,8801046293768.0,발주가능,0,F&B,0
44,2019-05-16,V2_103,8801046296837.0,발주가능,3123,덴탈케어,74
45,2019-05-16,V2_104,8801046291252.0,발주가능,8,세탁세제,15
46,2019-05-16,V2_105,8801046291245.0,발주가능,90,세탁세제,14
47,2019-05-16,V2_108,8801046298640.0,발주가능,0,세탁세제,2
48,2019-05-16,V2_111,8801046297636.0,발주가능,0,헤어케어,0
49,2019-05-16,V2_112,8801046297711.0,발주가능,0,헤어케어,0
50,2019-05-16,V2_113,8801046299302.0,발주가능,0,F&B,0
51,2019-05-16,V2_114,8801046299715.0,발주가능,30,헤어케어,7
52,2019-05-16,V2_121,8801046298473.0,발주가능,9,덴탈케어,13
53,2019-05-16,V2_125,8801046290194.0,발주가능,0,덴탈케어,0
54,2019-05-16,V2_127,8801046295656.0,발주가능,0,세탁세제,0
55,2019-05-16,V2_129,8801046300541.0,발주가능,0,덴탈케어,69
56,2019-05-16,V2_130,6414100895802.0,발주가능,0,매입브랜드,4
57,2019-05-16,V2_131,6414100895857.0,발주가능,0,매입브랜드,4
58,2019-05-16,V2_133,8801046303207.0,발주가능,2340,주방세제,8
59,2019-05-16,V2_134,8801046979143.0,발주가능,400,주방세제,21
60,2019-05-16,V2_135,8801046303214.0,발주가능,440,주방세제,11
61,2019-05-16,V2_136,8801046303191.0,발주가능,0,주방세제,31
62,2019-05-16,V2_138,8801046280522.0,발주가능,0,세탁세제,0
63,2019-05-16,V2_139,8801046291511.0,발주가능,0,ST,0
64,2019-05-16,V2_143,8801046303504.0,발주가능,0,ST,2
65,2019-05-16,V2_145,8801046286234.0,발주가능,0,세탁세제,4
66,2019-05-16,V2_146,8801046283288.0,발주가능,480,세탁세제,27
67,2019-05-16,V2_150,8801046301166.0,발주가능,344,덴탈케어,18
68,2019-05-16,V2_151,8801046309049.0,발주가능,0,세탁세제,3
69,2019-05-16,V2_154,8801046311493.0,발주가능,0,덴탈케어,37
70,2019-05-16,V2_157,8801046307458.0,발주가능,0,F&B,24
71,2019-05-16,V2_162,28801046261259.0,발주가능,270,덴탈케어,3
72,2019-05-16,V2_164,28801046261266.0,발주가능,0,덴탈케어,1
73,2019-05-16,V2_170,8801046314791.0,발주가능,0,ST,0
74,2019-05-16,V2_172,8801046314777.0,발주가능,0,ST,0
75,2019-05-16,V2_178,8801046304822.0,발주가능,0,덴탈케어,0
76,2019-05-16,V2_179,6414100700953.0,발주가능,0,매입브랜드,1
77,2019-05-16,V2_180,8801046316221.0,발주가능,0,세탁세제,2
78,2019-05-16,V2_181,8801046310373.0,발주가능,0,덴탈케어,0
79,2019-05-16,V2_188,8801046316283.0,발주가능,0,F&B,1
80,2019-05-16,V2_193,8801046316719.0,발주가능,0,헤어케어,2
81,2019-05-16,V2_196,8801046316634.0,발주가능,0,헤어케어,1
82,2019-05-16,V2_198,8801046314241.0,발주가능,0,ST,1
83,2019-05-16,V2_199,8801046314234.0,발주가능,0,ST,2
84,2019-05-16,V2_203,8801046318386.0,발주가능,0,F&B,0
85,2019-05-16,V2_204,8801046273272.0,발주가능,0,F&B,0
86,2019-05-16,V2_205,8801046318393.0,발주가능,0,F&B,0
87,2019-05-16,V2_206,8801046318263.0,발주가능,0,세탁세제,3
88,2019-05-16,V2_207,8801046316986.0,발주가능,0,세탁세제,1
89,2019-05-16,V2_209,8801046322925.0,발주가능,0,덴탈케어,0
90,2019-05-16,V2_211,8801046324332.0,발주가능,0,덴탈케어,0
91,2019-05-16,V2_212,8801046319253.0,발주가능,40,덴탈케어,5
92,2019-05-16,V2_215,8801046321591.0,발주가능,100,헤어케어,1
93,2019-05-16,V2_216,8801046318621.0,발주가능,0,헤어케어,0
94,2019-05-16,V2_218,8801046321621.0,발주가능,0,헤어케어,1
95,2019-05-16,V2_224,8801046320969.0,발주가능,0,세탁세제,0
96,2019-05-16,V2_227,8801046323717.0,발주가능,0,헤어케어,0
97,2019-05-16,V2_229,8801046318997.0,발주가능,0,주방세제,1
98,2019-05-16,V2_230,8801046319956.0,발주가능,0,주방세제,1
99,2019-05-16,V2_235,8801046316757.0,발주가능,0,덴탈케어,0
100,2019-05-16,V2_236,8801046316764.0,발주가능,12,덴탈케어,3
101,2019-05-16,V2_237,8801046312698.0,발주가능,0,덴탈케어,0
102,2019-05-16,V2_239,8801046872765.0,발주가능,0,세탁세제,1
103,2019-05-16,V2_242,8801046321058.0,발주가능,0,덴탈케어,0
104,2019-05-16,V2_245,8801046325568.0,발주가능,0,F&B,0
105,2019-05-16,V2_248,8801046316450.0,발주가능,0,덴탈케어,0
106,2019-05-16,V2_250,18801046326234.0,발주가능,0,F&B,0
107,2019-05-16,V2_251,18801046326227.0,발주가능,0,F&B,0
108,2019-05-16,V2_254,8801046323205.0,발주가능,0,ST,0
109,2019-05-16,V2_256,8801046322581.0,발주가능,0,ST,0
110,2019-05-16,V2_258,8801046304945.0,발주가능,0,ST,0
111,2019-05-16,V2_262,8801046304969.0,발주가능,0,ST,0
112,2019-05-16,V2_265,18801046870089.0,발주가능,0,F&B,0
113,2019-05-16,V2_266,18801046259877.0,발주가능,0,F&B,0
114,2019-05-16,V2_270,8801046318706.0,발주가능,0,세탁세제,18
115,2019-05-16,V2_271,8801046320884.0,발주가능,0,세탁세제,10
116,2019-05-16,V2_273,18801046872748.0,발주가능,0,세탁세제,1
117,2019-05-16,V2_274,18801046902117.0,발주가능,80,헤어케어,0
118,2019-05-16,V2_278,18801046247737.0,발주가능,4,세탁세제,1
119,2019-05-16,V2_279,18801046872762.0,발주가능,0,세탁세제,1
120,2019-05-16,V2_280,18801046289232.0,발주가능,0,주방세제,0
121,2019-05-16,V2_286,18801046294038.0,발주가능,0,덴탈케어,0
122,2019-05-16,V2_288,18801046296834.0,발주가능,0,덴탈케어,0
123,2019-05-16,V2_289,18801046294021.0,발주가능,0,덴탈케어,0
124,2019-05-16,V2_290,18801046298470.0,발주가능,0,덴탈케어,0
125,2019-05-16,V2_291,18801046318932.0,발주가능,0,주방세제,0
126,2019-05-16,V2_293,18801046318963.0,발주가능,0,주방세제,0
127,2019-05-16,V2_295,18801046283285.0,발주가능,0,세탁세제,0
128,2019-05-16,V2_296,18801046287245.0,발주가능,0,세탁세제,0
129,2019-05-16,V2_303,18801046979508.0,발주가능,0,주방세제,1
130,2019-05-16,V2_305,18801046892913.0,발주가능,0,주방세제,0
131,2019-05-16,V2_307,18801046290528.0,발주가능,0,주방세제,0
132,2019-05-16,V2_315,18801046878948.0,발주가능,0,세탁세제,0
133,2019-05-16,V2_317,18801046309046.0,발주가능,0,세탁세제,0
134,2019-05-16,V2_321,18801046286231.0,발주가능,0,세탁세제,0
135,2019-05-16,V2_324,18801046303754.0,발주가능,0,주방세제,0
136,2019-05-16,V2_326,18801046303228.0,발주가능,0,주방세제,0
137,2019-05-16,V2_328,18801046979140.0,발주가능,0,주방세제,0
138,2019-05-16,V2_330,18801046314798.0,발주가능,0,ST,0
139,2019-05-16,V2_332,18801046314859.0,발주가능,0,ST,0
140,2019-05-16,V2_337,18801046314828.0,발주가능,0,ST,0
141,2019-05-16,V2_338,18801046314224.0,발주가능,0,ST,0
142,2019-05-16,V2_343,18801046308575.0,발주가능,0,세탁세제,0
143,2019-05-16,V2_345,18801046291242.0,발주가능,0,세탁세제,0
144,2019-05-16,V2_351,18801046318260.0,발주가능,0,세탁세제,0
145,2019-05-16,V2_352,18801046319335.0,발주가능,0,세탁세제,0
146,2019-05-16,V2_353,18801046316990.0,발주가능,0,세탁세제,0
147,2019-05-16,V2_357,18801046316211.0,발주가능,0,세탁세제,0
148,2019-05-16,V2_359,18801046319267.0,발주가능,0,덴탈케어,0
149,2019-05-16,V2_363,18801046275730.0,발주가능,0,덴탈케어,0
150,2019-05-16,V2_364,18801046255060.0,발주가능,0,덴탈케어,1
151,2019-05-16,V2_365,18801046301163.0,발주가능,0,덴탈케어,0
152,2019-05-16,V2_366,18801046290191.0,발주가능,0,덴탈케어,0
153,2019-05-16,V2_368,18801046310387.0,발주가능,0,덴탈케어,0
154,2019-05-16,V2_369,18801046304850.0,발주가능,0,덴탈케어,0
155,2019-05-16,V2_370,18801046319250.0,발주가능,0,덴탈케어,0
156,2019-05-16,V2_376,18801046291525.0,발주가능,0,ST,0
157,2019-05-16,V2_377,18801046291518.0,발주가능,0,ST,0
158,2019-05-16,V2_378,18801046314248.0,발주가능,0,ST,0
159,2019-05-16,V2_382,18801046903381.0,발주가능,0,ST,0
160,2019-05-16,V2_383,18801046291587.0,발주가능,0,ST,0
161,2019-05-16,V2_385,18801046291549.0,발주가능,0,ST,0
162,2019-05-16,V2_388,18801046903398.0,발주가능,0,ST,0
163,2019-05-16,V2_390,18801046316228.0,발주가능,0,세탁세제,0
164,2019-05-16,V2_393,18801046267780.0,발주가능,0,덴탈케어,0
165,2019-05-16,V2_396,18801046324339.0,발주가능,0,덴탈케어,0
166,2019-05-16,V2_398,18801046322915.0,발주가능,0,덴탈케어,0
167,2019-05-16,V2_408,18801046321628.0,발주가능,0,헤어케어,0
168,2019-05-16,V2_409,18801046316662.0,발주가능,0,헤어케어,0
169,2019-05-16,V2_411,18801046902094.0,발주가능,0,헤어케어,0
170,2019-05-16,V2_414,18801046318437.0,발주가능,0,헤어케어,0
171,2019-05-16,V2_419,18801046299767.0,발주가능,0,헤어케어,0
172,2019-05-16,V2_420,18801046299682.0,발주가능,0,헤어케어,0
173,2019-05-16,V2_422,18801046318628.0,발주가능,0,헤어케어,0
174,2019-05-16,V2_426,18801046303495.0,발주가능,0,ST,0
175,2019-05-16,V2_427,18801046868727.0,발주가능,0,ST,0
176,2019-05-16,V2_428,18801046303518.0,발주가능,0,ST,0
177,2019-05-16,V2_430,18801046303501.0,발주가능,0,ST,0
178,2019-05-16,V2_432,18801046261252.0,발주가능,0,덴탈케어,0
179,2019-05-16,V2_433,18801046284497.0,발주가능,0,덴탈케어,0
180,2019-05-16,V2_436,18801046287696.0,발주가능,0,덴탈케어,0
181,2019-05-16,V2_437,18801046261245.0,발주가능,0,덴탈케어,0
182,2019-05-16,V2_438,18801046261283.0,발주가능,0,덴탈케어,0
183,2019-05-16,V2_439,18801046298487.0,발주가능,0,덴탈케어,0
184,2019-05-16,V2_440,18801046979539.0,발주가능,0,주방세제,4
185,2019-05-16,V2_442,18801046997632.0,발주가능,0,세탁세제,2
186,2019-05-16,V2_443,18801046253776.0,발주가능,0,세탁세제,2
187,2019-05-16,V2_444,18801046321598.0,발주가능,0,헤어케어,0
188,2019-05-16,V2_453,18801046321604.0,발주가능,0,헤어케어,0
189,2019-05-16,V2_458,8801046979549.0,발주가능,0,주방세제,6
190,2019-05-16,V2_459,8801046316207.0,발주가능,0,세탁세제,0
191,2019-05-16,V2_460,8801046331439.0,발주가능,0,매입브랜드,0
192,2019-05-16,V2_462,8801046311042.0,발주가능,0,헤어케어,0
193,2019-05-16,V2_464,8801046321164.0,발주가능,0,덴탈케어,0
194,2019-05-16,V2_468,28801046319066.0,발주가능,0,덴탈케어,0
195,2019-05-16,V2_470,18801046335212.0,발주가능,0,주방세제,0
196,2019-05-17,V2_1,8801046893128.0,발주가능,0,세탁세제,47
197,2019-05-17,V2_3,8801046878941.0,발주가능,0,세탁세제,4
198,2019-05-17,V2_6,8801046992739.0,발주가능,0,헤어케어,42
199,2019-05-17,V2_9,8801046247754.0,발주가능,0,세탁세제,8
200,2019-05-17,V2_10,8801046878996.0,발주가능,144,세탁세제,62
201,2019-05-17,V2_12,8801046246559.0,발주가능,0,세탁세제,0
202,2019-05-17,V2_13,8801046245118.0,발주가능,0,세탁세제,0
203,2019-05-17,V2_18,8801046240540.0,발주가능,160,헤어케어,11
204,2019-05-17,V2_19,8801046245309.0,발주가능,810,헤어케어,11
205,2019-05-17,V2_23,8801046253779.0,발주가능,0,세탁세제,13
206,2019-05-17,V2_24,8801046879047.0,발주가능,72,세탁세제,27
207,2019-05-17,V2_26,8801046879061.0,발주가능,0,세탁세제,6
208,2019-05-17,V2_27,8801046879078.0,발주가능,0,세탁세제,10
209,2019-05-17,V2_32,8801046255575.0,발주가능,114,세탁세제,17
210,2019-05-17,V2_34,8801046900680.0,발주가능,0,헤어케어,0
211,2019-05-17,V2_39,8801046902103.0,발주가능,0,헤어케어,37
212,2019-05-17,V2_41,8801046900635.0,발주가능,288,헤어케어,9
213,2019-05-17,V2_44,8801046903384.0,발주가능,0,ST,0
214,2019-05-17,V2_45,8801046903391.0,발주가능,0,ST,1
215,2019-05-17,V2_47,8801046862421.0,발주가능,128,F&B,6
216,2019-05-17,V2_52,8801046870112.0,발주가능,240,F&B,7
217,2019-05-17,V2_58,8801046259870.0,발주가능,0,F&B,3
218,2019-05-17,V2_59,8801046259863.0,발주가능,248,F&B,15
219,2019-05-17,V2_60,18801046251529.0,발주가능,0,세탁세제,135
220,2019-05-17,V2_61,18801046260873.0,발주가능,0,세탁세제,1
221,2019-05-17,V2_68,8801046269367.0,발주가능,0,세탁세제,7
222,2019-05-17,V2_74,18801046247744.0,발주가능,0,세탁세제,51
223,2019-05-17,V2_75,18801046247751.0,발주가능,0,세탁세제,36
224,2019-05-17,V2_77,18801046255565.0,발주가능,0,세탁세제,3
225,2019-05-17,V2_79,18801046269364.0,발주가능,0,세탁세제,1
226,2019-05-17,V2_80,8801046256237.0,발주가능,280,헤어케어,30
227,2019-05-17,V2_81,8801046256206.0,발주가능,0,헤어케어,0
228,2019-05-17,V2_83,8801046294031.0,발주가능,0,덴탈케어,13
229,2019-05-17,V2_88,8801046280799.0,발주가능,0,헤어케어,0
230,2019-05-17,V2_89,8801046994399.0,발주가능,0,덴탈케어,0
231,2019-05-17,V2_90,8801046287699.0,발주가능,0,덴탈케어,0
232,2019-05-17,V2_91,8801046287743.0,발주가능,0,덴탈케어,1
233,2019-05-17,V2_92,8801046288207.0,발주가능,0,덴탈케어,0
234,2019-05-17,V2_95,8801046275566.0,발주가능,369,주방세제,0
235,2019-05-17,V2_96,8801046263129.0,발주가능,224,주방세제,41
236,2019-05-17,V2_97,8801046289235.0,발주가능,243,주방세제,35
237,2019-05-17,V2_99,8801046284759.0,발주가능,0,헤어케어,0
238,2019-05-17,V2_100,8801046293751.0,발주가능,0,F&B,1
239,2019-05-17,V2_101,8801046293768.0,발주가능,0,F&B,0
240,2019-05-17,V2_103,8801046296837.0,발주가능,45,덴탈케어,58
241,2019-05-17,V2_105,8801046291245.0,발주가능,132,세탁세제,13
242,2019-05-17,V2_106,8801046979501.0,발주가능,0,주방세제,3
243,2019-05-17,V2_110,18801046297503.0,발주가능,0,세탁세제,29
244,2019-05-17,V2_112,8801046297711.0,발주가능,0,헤어케어,0
245,2019-05-17,V2_113,8801046299302.0,발주가능,0,F&B,0
246,2019-05-17,V2_116,8801046299739.0,발주가능,0,헤어케어,0
247,2019-05-17,V2_117,8801046299760.0,발주가능,0,헤어케어,0
248,2019-05-17,V2_118,8801046299777.0,발주가능,0,헤어케어,0
249,2019-05-17,V2_120,8801046277898.0,발주가능,6,기타,3
250,2019-05-17,V2_122,8801046298480.0,발주가능,0,덴탈케어,7
251,2019-05-17,V2_123,8801046299364.0,발주가능,0,세탁세제,1
252,2019-05-17,V2_125,8801046290194.0,발주가능,0,덴탈케어,0
253,2019-05-17,V2_127,8801046295656.0,발주가능,0,세탁세제,0
254,2019-05-17,V2_128,8801046299357.0,발주가능,0,세탁세제,0
255,2019-05-17,V2_131,6414100895857.0,발주가능,0,매입브랜드,4
256,2019-05-17,V2_136,8801046303191.0,발주가능,0,주방세제,20
257,2019-05-17,V2_138,8801046280522.0,발주가능,0,세탁세제,0
258,2019-05-17,V2_139,8801046291511.0,발주가능,0,ST,0
259,2019-05-17,V2_141,8801046291573.0,발주가능,0,ST,0
260,2019-05-17,V2_145,8801046286234.0,발주가능,0,세탁세제,4
261,2019-05-17,V2_146,8801046283288.0,발주가능,72,세탁세제,24
262,2019-05-17,V2_155,8801046299876.0,발주가능,120,덴탈케어,9
263,2019-05-17,V2_157,8801046307458.0,발주가능,0,F&B,19
264,2019-05-17,V2_162,28801046261259.0,발주가능,528,덴탈케어,3
265,2019-05-17,V2_170,8801046314791.0,발주가능,0,ST,0
266,2019-05-17,V2_172,8801046314777.0,발주가능,0,ST,0
267,2019-05-17,V2_177,8801046304853.0,발주가능,0,덴탈케어,1
268,2019-05-17,V2_181,8801046310373.0,발주가능,0,덴탈케어,0
269,2019-05-17,V2_183,8801046288160.0,발주가능,0,덴탈케어,0
270,2019-05-17,V2_185,8801046299227.0,발주가능,0,덴탈케어,0
271,2019-05-17,V2_186,8801046316665.0,발주가능,0,헤어케어,4
272,2019-05-17,V2_189,8801046316795.0,발주가능,0,F&B,0
273,2019-05-17,V2_192,8801046318232.0,발주가능,0,세탁세제,1
274,2019-05-17,V2_195,8801046316573.0,발주가능,0,헤어케어,2
275,2019-05-17,V2_204,8801046273272.0,발주가능,0,F&B,0
276,2019-05-17,V2_206,8801046318263.0,발주가능,78,세탁세제,3
277,2019-05-17,V2_207,8801046316986.0,발주가능,0,세탁세제,2
278,2019-05-17,V2_208,8801046316993.0,발주가능,0,세탁세제,9
279,2019-05-17,V2_210,8801046319260.0,발주가능,0,덴탈케어,0
280,2019-05-17,V2_213,8801046321607.0,발주가능,0,헤어케어,0
281,2019-05-17,V2_220,8801046318430.0,발주가능,0,헤어케어,1
282,2019-05-17,V2_223,8801046318256.0,발주가능,0,세탁세제,0
283,2019-05-17,V2_227,8801046323717.0,발주가능,0,헤어케어,0
284,2019-05-17,V2_228,8801046323489.0,발주가능,0,헤어케어,0
285,2019-05-17,V2_233,8801046319949.0,발주가능,80,주방세제,0
286,2019-05-17,V2_234,8801046872758.0,발주가능,0,세탁세제,1
287,2019-05-17,V2_235,8801046316757.0,발주가능,0,덴탈케어,0
288,2019-05-17,V2_238,8801046872741.0,발주가능,0,세탁세제,1
289,2019-05-17,V2_239,8801046872765.0,발주가능,0,세탁세제,1
290,2019-05-17,V2_241,8801046319673.0,발주가능,0,덴탈케어,0
291,2019-05-17,V2_243,8801046324783.0,발주가능,0,F&B,9
292,2019-05-17,V2_245,8801046325568.0,발주가능,24,F&B,0
293,2019-05-17,V2_248,8801046316450.0,발주가능,0,덴탈케어,0
294,2019-05-17,V2_255,8801046322574.0,발주가능,0,ST,0
295,2019-05-17,V2_258,8801046304945.0,발주가능,0,ST,0
296,2019-05-17,V2_260,8801046323229.0,발주가능,0,ST,0
297,2019-05-17,V2_263,8801046325612.0,발주가능,0,F&B,16
298,2019-05-17,V2_265,18801046870089.0,발주가능,0,F&B,0
299,2019-05-17,V2_266,18801046259877.0,발주가능,0,F&B,0
300,2019-05-17,V2_273,18801046872748.0,발주가능,0,세탁세제,1
301,2019-05-17,V2_275,18801046900632.0,발주가능,0,헤어케어,0
302,2019-05-17,V2_276,18801046902100.0,발주가능,0,헤어케어,2
303,2019-05-17,V2_277,18801046879044.0,발주가능,0,세탁세제,1
304,2019-05-17,V2_279,18801046872762.0,발주가능,0,세탁세제,0
305,2019-05-17,V2_284,18801046871543.0,발주가능,0,F&B,0
306,2019-05-17,V2_285,18801046263461.0,발주가능,0,헤어케어,2
307,2019-05-17,V2_289,18801046294021.0,발주가능,0,덴탈케어,0
308,2019-05-17,V2_290,18801046298470.0,발주가능,0,덴탈케어,0
309,2019-05-17,V2_294,18801046280529.0,발주가능,0,세탁세제,0
310,2019-05-17,V2_299,18801046879037.0,발주가능,0,세탁세제,0
311,2019-05-17,V2_300,18801046319946.0,발주가능,0,주방세제,0
312,2019-05-17,V2_303,18801046979508.0,발주가능,0,주방세제,0
313,2019-05-17,V2_304,18801046979522.0,발주가능,0,주방세제,0
314,2019-05-17,V2_305,18801046892913.0,발주가능,0,주방세제,0
315,2019-05-17,V2_306,18801046303198.0,발주가능,0,주방세제,0
316,2019-05-17,V2_309,18801046295646.0,발주가능,0,주방세제,0
317,2019-05-17,V2_312,18801046248581.0,발주가능,0,주방세제,0
318,2019-05-17,V2_316,18801046879068.0,발주가능,0,세탁세제,0
319,2019-05-17,V2_318,18801046878931.0,발주가능,0,세탁세제,0
320,2019-05-17,V2_321,18801046286231.0,발주가능,0,세탁세제,0
321,2019-05-17,V2_323,18801046291228.0,발주가능,0,세탁세제,0
322,2019-05-17,V2_324,18801046303754.0,발주가능,0,주방세제,0
323,2019-05-17,V2_325,18801046903008.0,발주가능,0,주방세제,0
324,2019-05-17,V2_327,18801046303211.0,발주가능,0,주방세제,0
325,2019-05-17,V2_329,18801046303761.0,발주가능,0,주방세제,0
326,2019-05-17,V2_330,18801046314798.0,발주가능,0,ST,0
327,2019-05-17,V2_331,18801046314842.0,발주가능,0,ST,0
328,2019-05-17,V2_332,18801046314859.0,발주가능,0,ST,0
329,2019-05-17,V2_333,18801046314804.0,발주가능,0,ST,0
330,2019-05-17,V2_337,18801046314828.0,발주가능,0,ST,0
331,2019-05-17,V2_338,18801046314224.0,발주가능,0,ST,0
332,2019-05-17,V2_340,18801046299316.0,발주가능,0,덴탈케어,0
333,2019-05-17,V2_342,18801046277055.0,발주가능,0,헤어케어,0
334,2019-05-17,V2_343,18801046308575.0,발주가능,0,세탁세제,0
335,2019-05-17,V2_348,18801046318253.0,발주가능,0,세탁세제,0
336,2019-05-17,V2_350,18801046298647.0,발주가능,0,세탁세제,0
337,2019-05-17,V2_351,18801046318260.0,발주가능,0,세탁세제,0
338,2019-05-17,V2_355,18801046299361.0,발주가능,0,세탁세제,0
339,2019-05-17,V2_356,18801046319861.0,발주가능,0,세탁세제,0
340,2019-05-17,V2_359,18801046319267.0,발주가능,0,덴탈케어,0
341,2019-05-17,V2_363,18801046275730.0,발주가능,0,덴탈케어,0
342,2019-05-17,V2_373,18801046312695.0,발주가능,0,덴탈케어,0
343,2019-05-17,V2_374,18801046310370.0,발주가능,0,덴탈케어,0
344,2019-05-17,V2_377,18801046291518.0,발주가능,0,ST,0
345,2019-05-17,V2_378,18801046314248.0,발주가능,0,ST,0
346,2019-05-17,V2_379,18801046987657.0,발주가능,0,ST,0
347,2019-05-17,V2_382,18801046903381.0,발주가능,0,ST,0
348,2019-05-17,V2_383,18801046291587.0,발주가능,0,ST,0
349,2019-05-17,V2_384,18801046291563.0,발주가능,0,ST,0
350,2019-05-17,V2_386,18801046291556.0,발주가능,0,ST,0
351,2019-05-17,V2_387,18801046314835.0,발주가능,0,ST,0
352,2019-05-17,V2_390,18801046316228.0,발주가능,0,세탁세제,0
353,2019-05-17,V2_394,18801046322908.0,발주가능,0,덴탈케어,0
354,2019-05-17,V2_400,18801046281694.0,발주가능,0,덴탈케어,0
355,2019-05-17,V2_401,18801046288167.0,발주가능,0,덴탈케어,0
356,2019-05-17,V2_402,18801046315306.0,발주가능,0,덴탈케어,0
357,2019-05-17,V2_403,18801046322922.0,발주가능,0,덴탈케어,0
358,2019-05-17,V2_404,18801046316754.0,발주가능,0,덴탈케어,0
359,2019-05-17,V2_407,18801046292461.0,발주가능,0,덴탈케어,0
360,2019-05-17,V2_411,18801046902094.0,발주가능,0,헤어케어,0
361,2019-05-17,V2_414,18801046318437.0,발주가능,0,헤어케어,0
362,2019-05-17,V2_418,18801046263478.0,발주가능,8,헤어케어,0
363,2019-05-17,V2_419,18801046299767.0,발주가능,0,헤어케어,0
364,2019-05-17,V2_420,18801046299682.0,발주가능,0,헤어케어,0
365,2019-05-17,V2_421,18801046902223.0,발주가능,0,헤어케어,0
366,2019-05-17,V2_423,18801046263454.0,발주가능,0,헤어케어,0
367,2019-05-17,V2_425,18801046263423.0,발주가능,0,헤어케어,1
368,2019-05-17,V2_433,18801046284497.0,발주가능,0,덴탈케어,0
369,2019-05-17,V2_434,18801046299224.0,발주가능,0,덴탈케어,0
370,2019-05-17,V2_441,18801046261269.0,발주가능,0,덴탈케어,0
371,2019-05-17,V2_443,18801046253776.0,발주가능,0,세탁세제,2
372,2019-05-17,V2_444,18801046321598.0,발주가능,0,헤어케어,0
373,2019-05-17,V2_447,18801046886110.0,발주가능,0,헤어케어,0
374,2019-05-17,V2_450,18801046315252.0,발주가능,0,매입브랜드,0
375,2019-05-17,V2_452,18801046315238.0,발주가능,0,매입브랜드,0
376,2019-05-17,V2_453,18801046321604.0,발주가능,0,헤어케어,0
377,2019-05-17,V2_459,8801046316207.0,발주가능,0,세탁세제,0
378,2019-05-17,V2_460,8801046331439.0,발주가능,0,매입브랜드,0
379,2019-05-17,V2_463,8801046297780.0,발주가능,12,ST,0
380,2019-05-17,V2_465,8801046321171.0,발주가능,0,덴탈케어,0
381,2019-05-17,V2_470,18801046335212.0,발주가능,0,주방세제,0
