,날짜,상품명,바코드,발주가능상태,입고수량,카테고리,출고수량
8115,2019-06-26,V2_280,18801046289232.0,발주가능,0,주방세제,0
8116,2019-06-26,V2_281,18801046308568.0,발주가능,3,주방세제,3
8117,2019-06-26,V2_283,18801046308544.0,발주가능,0,주방세제,14
8118,2019-06-26,V2_284,18801046871543.0,발주가능,0,F&B,0
8119,2019-06-26,V2_289,18801046294021.0,발주가능,0,덴탈케어,0
8120,2019-06-26,V2_291,18801046318932.0,발주가능,0,주방세제,0
8121,2019-06-26,V2_292,18801046318994.0,발주가능,0,주방세제,0
8122,2019-06-26,V2_298,18801046878993.0,발주가능,0,세탁세제,7
8123,2019-06-26,V2_299,18801046879037.0,발주가능,0,세탁세제,0
8124,2019-06-26,V2_301,18801046319953.0,발주가능,0,주방세제,0
8125,2019-06-26,V2_303,18801046979508.0,발주가능,54,주방세제,2
8126,2019-06-26,V2_304,18801046979522.0,발주가능,0,주방세제,4
8127,2019-06-26,V2_305,18801046892913.0,발주가능,0,주방세제,0
8128,2019-06-26,V2_308,18801046250997.0,발주가능,0,주방세제,0
8129,2019-06-26,V2_309,18801046295646.0,발주가능,0,주방세제,0
8130,2019-06-26,V2_312,18801046248581.0,발주가능,0,주방세제,0
8131,2019-06-26,V2_313,18801046311490.0,발주가능,0,덴탈케어,0
8132,2019-06-26,V2_315,18801046878948.0,발주가능,0,세탁세제,0
8133,2019-06-26,V2_320,18801046287092.0,발주가능,0,세탁세제,0
8134,2019-06-26,V2_324,18801046303754.0,발주가능,1,주방세제,0
8135,2019-06-26,V2_326,18801046303228.0,발주가능,0,주방세제,0
8136,2019-06-26,V2_327,18801046303211.0,발주가능,0,주방세제,0
8137,2019-06-26,V2_329,18801046303761.0,발주가능,0,주방세제,0
8138,2019-06-26,V2_334,18801046314774.0,발주가능,0,ST,0
8139,2019-06-26,V2_339,18801046247805.0,발주가능,0,ST,0
8140,2019-06-26,V2_341,18801046299774.0,발주가능,0,헤어케어,0
8141,2019-06-26,V2_343,18801046308575.0,발주가능,0,세탁세제,0
8142,2019-06-26,V2_344,18801046318239.0,발주가능,0,세탁세제,0
8143,2019-06-26,V2_346,18801046318697.0,발주가능,0,세탁세제,0
8144,2019-06-26,V2_348,18801046318253.0,발주가능,0,세탁세제,0
8145,2019-06-26,V2_354,18801046291259.0,발주가능,16,세탁세제,1
8146,2019-06-26,V2_356,18801046319861.0,발주가능,0,세탁세제,0
8147,2019-06-26,V2_357,18801046316211.0,발주가능,0,세탁세제,0
8148,2019-06-26,V2_359,18801046319267.0,발주가능,0,덴탈케어,0
8149,2019-06-26,V2_363,18801046275730.0,발주가능,0,덴탈케어,0
8150,2019-06-26,V2_366,18801046290191.0,발주가능,0,덴탈케어,0
8151,2019-06-26,V2_367,18801046301156.0,발주가능,0,덴탈케어,0
8152,2019-06-26,V2_372,18801046304829.0,발주가능,0,덴탈케어,0
8153,2019-06-26,V2_373,18801046312695.0,발주가능,0,덴탈케어,0
8154,2019-06-26,V2_374,18801046310370.0,발주가능,0,덴탈케어,0
8155,2019-06-26,V2_378,18801046314248.0,발주가능,0,ST,0
8156,2019-06-26,V2_379,18801046987657.0,발주가능,0,ST,0
8157,2019-06-26,V2_380,18801046314231.0,발주가능,0,ST,0
8158,2019-06-26,V2_382,18801046903381.0,발주가능,0,ST,0
8159,2019-06-26,V2_384,18801046291563.0,발주가능,0,ST,0
8160,2019-06-26,V2_387,18801046314835.0,발주가능,0,ST,0
8161,2019-06-26,V2_395,18801046314736.0,발주가능,0,덴탈케어,0
8162,2019-06-26,V2_397,18801046316761.0,발주가능,0,덴탈케어,0
8163,2019-06-26,V2_401,18801046288167.0,발주가능,0,덴탈케어,0
8164,2019-06-26,V2_402,18801046315306.0,발주가능,0,덴탈케어,0
8165,2019-06-26,V2_404,18801046316754.0,발주가능,0,덴탈케어,0
8166,2019-06-26,V2_409,18801046316662.0,발주가능,0,헤어케어,0
8167,2019-06-26,V2_410,18801046316570.0,발주가능,0,헤어케어,0
8168,2019-06-26,V2_411,18801046902094.0,발주가능,0,헤어케어,0
8169,2019-06-26,V2_413,18801046299705.0,발주가능,0,헤어케어,0
8170,2019-06-26,V2_423,18801046263454.0,발주가능,0,헤어케어,0
8171,2019-06-26,V2_425,18801046263423.0,발주가능,0,헤어케어,1
8172,2019-06-26,V2_427,18801046868727.0,발주가능,0,ST,0
8173,2019-06-26,V2_429,18801046873813.0,발주가능,0,ST,0
8174,2019-06-26,V2_432,18801046261252.0,발주가능,0,덴탈케어,0
8175,2019-06-26,V2_436,18801046287696.0,발주가능,0,덴탈케어,0
8176,2019-06-26,V2_439,18801046298487.0,발주가능,0,덴탈케어,0
8177,2019-06-26,V2_440,18801046979539.0,발주가능,0,주방세제,5
8178,2019-06-26,V2_441,18801046261269.0,발주가능,0,덴탈케어,0
8179,2019-06-26,V2_445,18801046886127.0,발주가능,0,헤어케어,0
8180,2019-06-26,V2_446,18801046280796.0,발주가능,0,헤어케어,0
8181,2019-06-26,V2_447,18801046886110.0,발주가능,0,헤어케어,0
8182,2019-06-26,V2_449,18801046280758.0,발주가능,0,헤어케어,0
8183,2019-06-26,V2_456,8801046311035.0,발주가능,0,헤어케어,1
8184,2019-06-26,V2_493,8801046316207.0,발주가능,0,세탁세제,0
8185,2019-06-26,V2_462,8801046311042.0,발주가능,0,헤어케어,1
8186,2019-06-26,V2_464,8801046321164.0,발주가능,32,덴탈케어,15
8187,2019-06-26,V2_466,8801046903032.0,발주가능,0,주방세제,5
8188,2019-06-26,V2_469,8801046319055.0,발주가능,0,덴탈케어,1
8189,2019-06-26,V2_489,18801046335250.0,발주가능,0,세탁세제,5
8190,2019-06-26,V2_490,18801046335236.0,발주가능,28,세탁세제,0
8191,2019-06-26,V2_492,18801046335205.0,발주가능,0,세탁세제,19
8192,2019-06-26,V2_470,18801046335212.0,발주가능,0,주방세제,54
8193,2019-06-26,V2_485,8801046328378.0,발주가능,0,세탁세제,3
8194,2019-06-26,V2_487,8801046328347.0,발주가능,0,세탁세제,1
8195,2019-06-26,V2_475,8801046331590.0,발주가능,8,F&B,1
8196,2019-06-26,V2_477,8801046330951.0,발주가능,0,헤어케어,0
8197,2019-06-26,V2_497,8801046320785.0,발주가능,0,세탁세제,1
8198,2019-06-26,V2_495,8801046320730.0,발주가능,0,세탁세제,0
8199,2019-06-26,V2_500,8801046328354.0,발주가능,120,세탁세제,3
8200,2019-06-26,V2_501,8801046328439.0,발주가능,120,세탁세제,4
8201,2019-06-26,V2_508,8801046329085.0,발주가능,104,세탁세제,0
8202,2019-06-26,V2_509,8801046329092.0,발주가능,104,세탁세제,0
8203,2019-06-26,V2_510,8801046328514.0,발주가능,0,세탁세제,0
8204,2019-06-26,V2_514,8801046324189.0,발주가능,0,세탁세제,0
8205,2019-06-26,V2_515,8801046324172.0,발주가능,0,세탁세제,0
8206,2019-06-27,V2_2,8801046878934.0,발주가능,0,세탁세제,1
8207,2019-06-27,V2_4,8801046888858.0,발주가능,0,덴탈케어,33
8208,2019-06-27,V2_9,8801046247754.0,발주가능,2,세탁세제,16
8209,2019-06-27,V2_12,8801046246559.0,발주가능,0,세탁세제,17
8210,2019-06-27,V2_14,8801046245125.0,발주가능,0,세탁세제,1
8211,2019-06-27,V2_15,8801046247730.0,발주가능,0,세탁세제,31
8212,2019-06-27,V2_17,8801046243541.0,발주가능,340,헤어케어,4
8213,2019-06-27,V2_18,8801046240540.0,발주가능,1330,헤어케어,18
8214,2019-06-27,V2_21,8801046248577.0,단종,0,주방세제,0
8215,2019-06-27,V2_25,8801046879054.0,발주가능,42,세탁세제,9
8216,2019-06-27,V2_27,8801046879078.0,발주가능,270,세탁세제,9
8217,2019-06-27,V2_33,8801046900673.0,발주가능,0,헤어케어,44
8218,2019-06-27,V2_35,8801046900697.0,발주가능,0,헤어케어,0
8219,2019-06-27,V2_36,8801046902028.0,발주가능,24,헤어케어,0
8220,2019-06-27,V2_38,8801046902035.0,발주가능,0,헤어케어,0
8221,2019-06-27,V2_41,8801046900635.0,발주가능,96,헤어케어,12
8222,2019-06-27,V2_45,8801046903391.0,발주가능,0,ST,1
8223,2019-06-27,V2_51,8801046870105.0,발주가능,0,F&B,4
8224,2019-06-27,V2_52,8801046870112.0,발주가능,312,F&B,10
8225,2019-06-27,V2_53,8801046986660.0,발주가능,0,덴탈케어,4
8226,2019-06-27,V2_59,8801046259863.0,발주가능,0,F&B,7
8227,2019-06-27,V2_62,18801046251512.0,발주가능,0,세탁세제,10
8228,2019-06-27,V2_517,8801046275733.0,발주가능,0,세탁세제,0
8229,2019-06-27,V2_63,8801046276921.0,단종,0,헤어케어,0
8230,2019-06-27,V2_65,8801046277058.0,단종,0,헤어케어,1
8231,2019-06-27,V2_68,8801046269367.0,발주가능,30,세탁세제,9
8232,2019-06-27,V2_70,8801046277867.0,발주가능,0,기타,10
8233,2019-06-27,V2_71,8801046277874.0,발주가능,0,기타,0
8234,2019-06-27,V2_72,8801046257494.0,발주가능,12,덴탈케어,3
8235,2019-06-27,V2_73,8801046257593.0,발주가능,1752,덴탈케어,24
8236,2019-06-27,V2_77,18801046255565.0,발주가능,0,세탁세제,3
8237,2019-06-27,V2_78,18801046255572.0,발주가능,0,세탁세제,2
8238,2019-06-27,V2_79,18801046269364.0,발주가능,0,세탁세제,2
8239,2019-06-27,V2_81,8801046256206.0,발주가능,0,헤어케어,1
8240,2019-06-27,V2_82,8801046294024.0,발주가능,2904,덴탈케어,49
8241,2019-06-27,V2_84,8801046293133.0,발주가능,1440,헤어케어,136
8242,2019-06-27,V2_85,8801046293102.0,발주가능,556,헤어케어,53
8243,2019-06-27,V2_91,8801046287743.0,발주가능,0,덴탈케어,0
8244,2019-06-27,V2_93,8801046294048.0,발주가능,63,덴탈케어,35
8245,2019-06-27,V2_95,8801046275566.0,발주가능,0,주방세제,11
8246,2019-06-27,V2_97,8801046289235.0,발주가능,0,주방세제,17
8247,2019-06-27,V2_101,8801046293768.0,단종,0,F&B,0
8248,2019-06-27,V2_103,8801046296837.0,발주가능,5742,덴탈케어,21
8249,2019-06-27,V2_105,8801046291245.0,발주가능,0,세탁세제,15
8250,2019-06-27,V2_106,8801046979501.0,발주가능,0,주방세제,0
8251,2019-06-27,V2_107,8801046979525.0,발주가능,0,주방세제,13
8252,2019-06-27,V2_109,8801046298657.0,발주가능,0,세탁세제,1
8253,2019-06-27,V2_110,18801046297503.0,발주가능,252,세탁세제,43
8254,2019-06-27,V2_112,8801046297711.0,단종,0,헤어케어,0
8255,2019-06-27,V2_114,8801046299715.0,발주가능,60,헤어케어,6
8256,2019-06-27,V2_115,8801046299722.0,단종,0,헤어케어,0
8257,2019-06-27,V2_118,8801046299777.0,발주가능,30,헤어케어,1
8258,2019-06-27,V2_124,8801046295649.0,발주가능,940,주방세제,2
8259,2019-06-27,V2_129,8801046300541.0,발주가능,6424,덴탈케어,29
8260,2019-06-27,V2_131,6414100895857.0,발주가능,0,매입브랜드,4
8261,2019-06-27,V2_132,8801046303221.0,발주가능,540,주방세제,11
8262,2019-06-27,V2_133,8801046303207.0,발주가능,40,주방세제,35
8263,2019-06-27,V2_134,8801046979143.0,발주가능,27,주방세제,23
8264,2019-06-27,V2_142,8801046303498.0,발주가능,0,ST,0
8265,2019-06-27,V2_512,8801046300169.0,발주가능,48,세탁세제,0
8266,2019-06-27,V2_148,8801046304495.0,발주가능,0,기타,0
8267,2019-06-27,V2_483,18801046300166.0,발주가능,0,세탁세제,3
8268,2019-06-27,V2_484,18801046304492.0,발주가능,0,세탁세제,0
8269,2019-06-27,V2_149,8801046301159.0,발주가능,0,덴탈케어,5
8270,2019-06-27,V2_153,8801046308547.0,발주가능,200,주방세제,53
8271,2019-06-27,V2_156,8801046307472.0,발주가능,0,F&B,40
8272,2019-06-27,V2_158,8801046307465.0,발주가능,0,F&B,14
8273,2019-06-27,V2_160,28801046284494.0,발주가능,0,덴탈케어,2
8274,2019-06-27,V2_161,28801046261242.0,발주가능,72,덴탈케어,3
8275,2019-06-27,V2_164,28801046261266.0,발주가능,0,덴탈케어,2
8276,2019-06-27,V2_169,8801046314852.0,발주가능,0,ST,0
8277,2019-06-27,V2_170,8801046314791.0,발주가능,0,ST,0
8278,2019-06-27,V2_173,8801046314784.0,발주가능,0,ST,0
8279,2019-06-27,V2_178,8801046304822.0,발주가능,0,덴탈케어,0
8280,2019-06-27,V2_179,6414100700953.0,발주가능,15,매입브랜드,1
8281,2019-06-27,V2_183,8801046288160.0,단종,0,덴탈케어,0
8282,2019-06-27,V2_185,8801046299227.0,발주가능,0,덴탈케어,0
8283,2019-06-27,V2_187,8801046316290.0,발주가능,0,F&B,1
8284,2019-06-27,V2_189,8801046316795.0,발주가능,0,F&B,0
8285,2019-06-27,V2_192,8801046318232.0,발주가능,0,세탁세제,1
8286,2019-06-27,V2_194,8801046316696.0,발주가능,0,헤어케어,1
8287,2019-06-27,V2_196,8801046316634.0,발주가능,0,헤어케어,1
8288,2019-06-27,V2_197,8801046314210.0,발주가능,0,ST,0
8289,2019-06-27,V2_205,8801046318393.0,발주가능,0,F&B,0
8290,2019-06-27,V2_206,8801046318263.0,발주가능,0,세탁세제,1
8291,2019-06-27,V2_209,8801046322925.0,발주가능,0,덴탈케어,0
8292,2019-06-27,V2_213,8801046321607.0,발주가능,0,헤어케어,0
8293,2019-06-27,V2_219,8801046321614.0,발주가능,10,헤어케어,0
8294,2019-06-27,V2_222,8801046320891.0,단종,0,세탁세제,0
8295,2019-06-27,V2_224,8801046320969.0,발주가능,0,세탁세제,1
8296,2019-06-27,V2_225,8801046322901.0,발주가능,0,덴탈케어,0
8297,2019-06-27,V2_473,8801046886113.0,발주가능,0,헤어케어,0
8298,2019-06-27,V2_227,8801046323717.0,발주가능,0,헤어케어,0
8299,2019-06-27,V2_229,8801046318997.0,발주가능,40,주방세제,1
8300,2019-06-27,V2_238,8801046872741.0,발주가능,0,세탁세제,1
8301,2019-06-27,V2_240,8801046315521.0,발주가능,0,덴탈케어,2
8302,2019-06-27,V2_242,8801046321058.0,발주가능,0,덴탈케어,0
8303,2019-06-27,V2_243,8801046324783.0,발주가능,0,F&B,7
8304,2019-06-27,V2_244,8801046324776.0,발주가능,0,F&B,22
8305,2019-06-27,V2_245,8801046325568.0,발주가능,0,F&B,0
8306,2019-06-27,V2_246,8801046299234.0,발주가능,0,덴탈케어,0
8307,2019-06-27,V2_247,8801046322444.0,발주가능,0,덴탈케어,0
8308,2019-06-27,V2_250,18801046326227.0,발주가능,0,F&B,0
8309,2019-06-27,V2_254,8801046323205.0,발주가능,0,ST,0
8310,2019-06-27,V2_258,8801046304945.0,발주가능,0,ST,0
8311,2019-06-27,V2_260,8801046323229.0,발주가능,0,ST,0
8312,2019-06-27,V2_265,18801046870089.0,발주가능,0,F&B,0
8313,2019-06-27,V2_266,18801046259877.0,발주가능,0,F&B,0
8314,2019-06-27,V2_268,18801046259860.0,발주가능,0,F&B,0
8315,2019-06-27,V2_269,18801046898847.0,발주가능,0,덴탈케어,0
8316,2019-06-27,V2_275,18801046900632.0,발주가능,8,헤어케어,0
8317,2019-06-27,V2_277,18801046879044.0,발주가능,18,세탁세제,1
8318,2019-06-27,V2_281,18801046308568.0,발주가능,0,주방세제,2
8319,2019-06-27,V2_289,18801046294021.0,발주가능,0,덴탈케어,0
8320,2019-06-27,V2_290,18801046298470.0,발주가능,0,덴탈케어,0
8321,2019-06-27,V2_296,18801046287245.0,발주가능,0,세탁세제,0
8322,2019-06-27,V2_298,18801046878993.0,발주가능,0,세탁세제,4
8323,2019-06-27,V2_300,18801046319946.0,발주가능,0,주방세제,0
8324,2019-06-27,V2_302,18801046319960.0,발주가능,0,주방세제,0
8325,2019-06-27,V2_304,18801046979522.0,발주가능,0,주방세제,2
8326,2019-06-27,V2_305,18801046892913.0,발주가능,0,주방세제,0
8327,2019-06-27,V2_308,18801046250997.0,발주가능,10,주방세제,0
8328,2019-06-27,V2_309,18801046295646.0,발주가능,0,주방세제,0
8329,2019-06-27,V2_310,18801046275563.0,발주가능,0,주방세제,0
8330,2019-06-27,V2_312,18801046248581.0,발주가능,0,주방세제,0
8331,2019-06-27,V2_317,18801046309046.0,발주가능,0,세탁세제,0
8332,2019-06-27,V2_322,18801046299354.0,발주가능,0,세탁세제,0
8333,2019-06-27,V2_326,18801046303228.0,발주가능,0,주방세제,0
8334,2019-06-27,V2_330,18801046314798.0,발주가능,0,ST,0
8335,2019-06-27,V2_331,18801046314842.0,발주가능,0,ST,0
8336,2019-06-27,V2_333,18801046314804.0,발주가능,0,ST,0
8337,2019-06-27,V2_335,18801046314811.0,발주가능,0,ST,0
8338,2019-06-27,V2_340,18801046299316.0,발주가능,8,덴탈케어,0
8339,2019-06-27,V2_347,18801046318246.0,발주가능,0,세탁세제,0
8340,2019-06-27,V2_349,18801046319328.0,발주가능,0,세탁세제,1
8341,2019-06-27,V2_350,18801046298647.0,발주가능,0,세탁세제,0
8342,2019-06-27,V2_351,18801046318260.0,발주가능,0,세탁세제,0
8343,2019-06-27,V2_352,18801046319335.0,발주가능,0,세탁세제,0
8344,2019-06-27,V2_354,18801046291259.0,발주가능,0,세탁세제,0
8345,2019-06-27,V2_355,18801046299361.0,발주가능,0,세탁세제,0
8346,2019-06-27,V2_356,18801046319861.0,발주가능,0,세탁세제,0
8347,2019-06-27,V2_358,18801046288204.0,발주가능,0,덴탈케어,0
8348,2019-06-27,V2_361,18801046275747.0,발주가능,0,덴탈케어,0
8349,2019-06-27,V2_363,18801046275730.0,발주가능,0,덴탈케어,0
8350,2019-06-27,V2_364,18801046255060.0,발주가능,0,덴탈케어,0
8351,2019-06-27,V2_365,18801046301163.0,발주가능,0,덴탈케어,0
8352,2019-06-27,V2_367,18801046301156.0,발주가능,0,덴탈케어,0
8353,2019-06-27,V2_368,18801046310387.0,발주가능,0,덴탈케어,0
8354,2019-06-27,V2_369,18801046304850.0,발주가능,0,덴탈케어,0
8355,2019-06-27,V2_373,18801046312695.0,발주가능,0,덴탈케어,0
8356,2019-06-27,V2_374,18801046310370.0,발주가능,0,덴탈케어,0
8357,2019-06-27,V2_377,18801046291518.0,발주가능,0,ST,0
8358,2019-06-27,V2_381,18801046291501.0,발주가능,10,ST,0
8359,2019-06-27,V2_382,18801046903381.0,발주가능,0,ST,0
8360,2019-06-27,V2_384,18801046291563.0,발주가능,0,ST,0
8361,2019-06-27,V2_388,18801046903398.0,발주가능,0,ST,0
8362,2019-06-27,V2_392,8801046316467.0,발주가능,23,세탁세제,8
8363,2019-06-27,V2_393,18801046267780.0,발주가능,0,덴탈케어,0
8364,2019-06-27,V2_394,18801046322908.0,발주가능,0,덴탈케어,0
8365,2019-06-27,V2_395,18801046314736.0,발주가능,0,덴탈케어,0
8366,2019-06-27,V2_400,18801046281694.0,발주가능,0,덴탈케어,0
8367,2019-06-27,V2_402,18801046315306.0,발주가능,0,덴탈케어,0
8368,2019-06-27,V2_406,18801046287740.0,발주가능,0,덴탈케어,0
8369,2019-06-27,V2_407,18801046292461.0,발주가능,0,덴탈케어,0
8370,2019-06-27,V2_409,18801046316662.0,발주가능,0,헤어케어,0
8371,2019-06-27,V2_419,18801046299767.0,발주가능,0,헤어케어,0
8372,2019-06-27,V2_420,18801046299682.0,발주가능,0,헤어케어,0
8373,2019-06-27,V2_422,18801046318628.0,발주가능,0,헤어케어,0
8374,2019-06-27,V2_429,18801046873813.0,발주가능,6,ST,0
8375,2019-06-27,V2_431,18801046873820.0,발주가능,0,ST,0
8376,2019-06-27,V2_432,18801046261252.0,발주가능,0,덴탈케어,0
8377,2019-06-27,V2_433,18801046284497.0,발주가능,0,덴탈케어,0
8378,2019-06-27,V2_435,18801046288266.0,발주가능,0,덴탈케어,0
8379,2019-06-27,V2_436,18801046287696.0,발주가능,0,덴탈케어,0
8380,2019-06-27,V2_437,18801046261245.0,발주가능,0,덴탈케어,0
8381,2019-06-27,V2_439,18801046298487.0,발주가능,0,덴탈케어,0
8382,2019-06-27,V2_440,18801046979539.0,발주가능,0,주방세제,3
8383,2019-06-27,V2_443,18801046253776.0,발주가능,32,세탁세제,3
8384,2019-06-27,V2_448,18801046321635.0,발주가능,0,헤어케어,0
8385,2019-06-27,V2_451,18801046315245.0,발주가능,0,매입브랜드,0
8386,2019-06-27,V2_453,18801046321604.0,발주가능,0,헤어케어,0
8387,2019-06-27,V2_454,18801046316600.0,발주가능,0,헤어케어,0
8388,2019-06-27,V2_457,8801046322291.0,발주가능,546,헤어케어,5
8389,2019-06-27,V2_458,8801046979549.0,발주가능,96,주방세제,44
8390,2019-06-27,V2_493,8801046316207.0,발주가능,0,세탁세제,0
8391,2019-06-27,V2_460,8801046331439.0,발주가능,0,매입브랜드,1
8392,2019-06-27,V2_463,8801046297780.0,발주가능,24,ST,1
8393,2019-06-27,V2_464,8801046321164.0,발주가능,0,덴탈케어,19
8394,2019-06-27,V2_465,8801046321171.0,발주가능,0,덴탈케어,3
8395,2019-06-27,V2_466,8801046903032.0,발주가능,19,주방세제,4
8396,2019-06-27,V2_488,18801046335229.0,발주가능,271,세탁세제,40
8397,2019-06-27,V2_489,18801046335250.0,발주가능,0,세탁세제,3
8398,2019-06-27,V2_491,18801046335243.0,발주가능,216,세탁세제,9
8399,2019-06-27,V2_492,18801046335205.0,발주가능,93,세탁세제,12
8400,2019-06-27,V2_470,18801046335212.0,발주가능,0,주방세제,46
8401,2019-06-27,V2_486,8801046324165.0,발주가능,0,세탁세제,0
8402,2019-06-27,V2_487,8801046328347.0,발주가능,0,세탁세제,1
8403,2019-06-27,V2_498,8801046320792.0,발주가능,36,세탁세제,0
8404,2019-06-27,V2_500,8801046328354.0,발주가능,72,세탁세제,2
8405,2019-06-27,V2_502,8801046328392.0,발주가능,0,세탁세제,6
8406,2019-06-27,V2_504,8801046324158.0,발주가능,0,세탁세제,0
8407,2019-06-27,V2_506,8801046328491.0,발주가능,2,세탁세제,0
8408,2019-06-27,V2_509,8801046329092.0,발주가능,0,세탁세제,1
8409,2019-06-27,V2_507,8801046330302.0,발주가능,0,세탁세제,0
8410,2019-06-28,V2_3,8801046878941.0,발주가능,0,세탁세제,2
8411,2019-06-28,V2_479,8801046999998.0,단종,0,세탁세제,0
8412,2019-06-28,V2_6,8801046992739.0,발주가능,0,헤어케어,45
8413,2019-06-28,V2_8,8801046992753.0,발주가능,0,헤어케어,7
8414,2019-06-28,V2_13,8801046245118.0,발주가능,0,세탁세제,1
8415,2019-06-28,V2_14,8801046245125.0,발주가능,0,세탁세제,1
8416,2019-06-28,V2_21,8801046248577.0,단종,0,주방세제,0
8417,2019-06-28,V2_23,8801046253779.0,발주가능,0,세탁세제,15
8418,2019-06-28,V2_24,8801046879047.0,발주가능,0,세탁세제,21
8419,2019-06-28,V2_25,8801046879054.0,발주가능,66,세탁세제,7
8420,2019-06-28,V2_26,8801046879061.0,발주가능,0,세탁세제,7
8421,2019-06-28,V2_31,8801046255568.0,발주가능,0,세탁세제,22
8422,2019-06-28,V2_42,8801046987650.0,발주가능,0,ST,2
8423,2019-06-28,V2_43,8801046873816.0,발주가능,0,ST,2
8424,2019-06-28,V2_44,8801046903384.0,발주가능,0,ST,1
8425,2019-06-28,V2_45,8801046903391.0,발주가능,0,ST,0
8426,2019-06-28,V2_46,8801046991527.0,발주가능,0,F&B,4
8427,2019-06-28,V2_47,8801046862421.0,발주가능,0,F&B,6
8428,2019-06-28,V2_48,8801046862438.0,발주가능,0,F&B,7
8429,2019-06-28,V2_52,8801046870112.0,발주가능,0,F&B,9
8430,2019-06-28,V2_54,8801046877920.0,발주가능,548,세탁세제,4
8431,2019-06-28,V2_57,8801046886700.0,발주가능,240,덴탈케어,19
8432,2019-06-28,V2_60,18801046251529.0,발주가능,0,세탁세제,183
8433,2019-06-28,V2_517,8801046275733.0,발주가능,0,세탁세제,0
8434,2019-06-28,V2_64,8801046276952.0,단종,0,헤어케어,0
8435,2019-06-28,V2_69,18801046288242.0,단종,0,덴탈케어,0
8436,2019-06-28,V2_75,18801046247751.0,발주가능,376,세탁세제,35
8437,2019-06-28,V2_78,18801046255572.0,발주가능,14,세탁세제,1
8438,2019-06-28,V2_80,8801046256237.0,발주가능,4,헤어케어,22
8439,2019-06-28,V2_85,8801046293102.0,발주가능,0,헤어케어,44
8440,2019-06-28,V2_86,18801046294762.0,발주가능,0,세탁세제,147
8441,2019-06-28,V2_87,18801046294779.0,발주가능,0,세탁세제,61
8442,2019-06-28,V2_88,8801046280799.0,발주가능,0,헤어케어,0
8443,2019-06-28,V2_91,8801046287743.0,발주가능,0,덴탈케어,1
8444,2019-06-28,V2_94,8801046280751.0,발주가능,32,헤어케어,1
8445,2019-06-28,V2_95,8801046275566.0,발주가능,0,주방세제,9
8446,2019-06-28,V2_96,8801046263129.0,발주가능,0,주방세제,121
8447,2019-06-28,V2_101,8801046293768.0,단종,0,F&B,0
8448,2019-06-28,V2_103,8801046296837.0,발주가능,0,덴탈케어,45
8449,2019-06-28,V2_104,8801046291252.0,발주가능,48,세탁세제,15
8450,2019-06-28,V2_114,8801046299715.0,발주가능,0,헤어케어,6
8451,2019-06-28,V2_115,8801046299722.0,단종,0,헤어케어,0
8452,2019-06-28,V2_116,8801046299739.0,발주가능,0,헤어케어,1
8453,2019-06-28,V2_119,8801046277881.0,발주가능,0,기타,0
8454,2019-06-28,V2_120,8801046277898.0,발주가능,0,기타,1
8455,2019-06-28,V2_519,8801046299999.0,발주가능,0,세탁세제,0
8456,2019-06-28,V2_126,8801046299319.0,발주가능,0,덴탈케어,18
8457,2019-06-28,V2_129,8801046300541.0,발주가능,152,덴탈케어,50
8458,2019-06-28,V2_133,8801046303207.0,발주가능,10,주방세제,34
8459,2019-06-28,V2_134,8801046979143.0,발주가능,252,주방세제,18
8460,2019-06-28,V2_137,8801046903001.0,발주가능,0,주방세제,60
8461,2019-06-28,V2_482,8801046291542.0,발주가능,0,세탁세제,3
8462,2019-06-28,V2_142,8801046303498.0,발주가능,24,ST,0
8463,2019-06-28,V2_144,8801046287248.0,발주가능,48,세탁세제,5
8464,2019-06-28,V2_145,8801046286234.0,발주가능,0,세탁세제,3
8465,2019-06-28,V2_512,8801046300169.0,발주가능,0,세탁세제,3
8466,2019-06-28,V2_484,18801046304492.0,발주가능,0,세탁세제,0
8467,2019-06-28,V2_149,8801046301159.0,발주가능,0,덴탈케어,3
8468,2019-06-28,V2_150,8801046301166.0,발주가능,440,덴탈케어,12
8469,2019-06-28,V2_153,8801046308547.0,발주가능,0,주방세제,33
8470,2019-06-28,V2_154,8801046311493.0,발주가능,238,덴탈케어,26
8471,2019-06-28,V2_159,28801046288263.0,발주가능,0,덴탈케어,1
8472,2019-06-28,V2_160,28801046284494.0,발주가능,0,덴탈케어,2
8473,2019-06-28,V2_161,28801046261242.0,발주가능,0,덴탈케어,3
8474,2019-06-28,V2_163,28801046261280.0,발주가능,0,덴탈케어,1
8475,2019-06-28,V2_164,28801046261266.0,발주가능,0,덴탈케어,2
8476,2019-06-28,V2_165,8801046314814.0,발주가능,0,ST,0
8477,2019-06-28,V2_167,8801046314845.0,발주가능,0,ST,0
8478,2019-06-28,V2_169,8801046314852.0,발주가능,0,ST,0
8479,2019-06-28,V2_184,8801046315309.0,발주가능,0,덴탈케어,6
8480,2019-06-28,V2_185,8801046299227.0,발주가능,0,덴탈케어,0
8481,2019-06-28,V2_189,8801046316795.0,발주가능,0,F&B,0
8482,2019-06-28,V2_191,8801046318690.0,발주가능,0,세탁세제,60
8483,2019-06-28,V2_192,8801046318232.0,발주가능,0,세탁세제,0
8484,2019-06-28,V2_193,8801046316719.0,발주가능,0,헤어케어,3
8485,2019-06-28,V2_194,8801046316696.0,발주가능,0,헤어케어,0
